waybill_id,vehicle_no,schedule_trip_id,route_id
1265671,K0282,1431,4173
1265671,K0282,1431,4172
1265671,K0282,1431,4173
1265671,K0282,1431,4172
1265671,K0282,1431,4173
1265671,K0282,1431,4172
1265671,K0282,1431,4173
1265672,K0106,2007,3063
1265672,K0106,2007,3063
1265672,K0106,2007,3063
1265672,K0106,2007,3063
1265672,K0106,2007,3063
1265672,K0106,2007,3063
1265672,K0106,2007,3062
1265672,K0106,2007,3062
1265672,K0106,2007,3062
1265672,K0106,2007,3062
1265672,K0106,2007,3062
1265672,K0106,2007,3062
1265673,J1238,5141,3311
1265673,J1238,5141,3310
1265673,J1238,5141,3311
1265673,J1238,5141,3310
1265673,J1238,5141,3311
1265673,J1238,5141,3310
1265673,J1238,5141,3311
1265673,J1238,5141,3308
1265674,J0300,770,1299
1265674,J0300,770,1035
1265674,J0300,770,1034
1265674,J0300,770,1033
1265674,J0300,770,1032
1265674,J0300,770,1031
1265674,J0300,770,387
1265674,J0300,770,387
1265674,J0300,770,387
1265674,J0300,770,387
1265674,J0300,770,385
1265674,J0300,770,385
1265674,J0300,770,385
1265674,J0300,770,385
1265675,K0284,529,867
1265675,K0284,529,867
1265675,K0284,529,865
1265675,K0284,529,796
1265675,K0284,529,791
1265675,K0284,529,791
1265675,K0284,529,30
1265675,K0284,529,30
1265675,K0284,529,30
1265675,K0284,529,30
1265675,K0284,529,29
1265675,K0284,529,29
1265675,K0284,529,29
1265675,K0284,529,29
1265677,I1638,1185,4155
1265677,I1638,1185,4155
1265677,I1638,1185,4155
1265677,I1638,1185,4155
1265677,I1638,1185,4155
1265677,I1638,1185,4155
1265677,I1638,1185,4155
1265677,I1638,1185,4154
1265677,I1638,1185,4154
1265677,I1638,1185,4154
1265677,I1638,1185,4154
1265677,I1638,1185,4154
1265677,I1638,1185,4154
1265677,I1638,1185,4154
1265678,J0199,3691,4321
1265678,J0199,3691,4320
1265678,J0199,3691,606
1265678,J0199,3691,606
1265678,J0199,3691,606
1265678,J0199,3691,606
1265678,J0199,3691,606
1265678,J0199,3691,603
1265678,J0199,3691,603
1265678,J0199,3691,603
1265678,J0199,3691,603
1265678,J0199,3691,603
1265678,J0199,3691,603
1265716,J0200,4045,2244
1265716,J0200,4045,2241
1265716,J0200,4045,2242
1265716,J0200,4045,2241
1265716,J0200,4045,2242
1265716,J0200,4045,2241
1265716,J0200,4045,2242
1265716,J0200,4045,2241
1265716,J0200,4045,2242
1265716,J0200,4045,2243
1265742,J1253,3665,3461
1265742,J1253,3665,3460
1265742,J1253,3665,3461
1265742,J1253,3665,3460
1265742,J1253,3665,3461
1265742,J1253,3665,3460
1265742,J1253,3665,3461
1265742,J1253,3665,3460
1265742,J1253,3665,3461
1265742,J1253,3665,3460
1265742,J1253,3665,3461
1265742,J1253,3665,3460
1265746,K0491,847,1579
1265746,K0491,847,661
1265746,K0491,847,658
1265746,K0491,847,661
1265746,K0491,847,658
1265746,K0491,847,661
1265746,K0491,847,658
1265746,K0491,847,661
1265746,K0491,847,658
1265746,K0491,847,661
1265746,K0491,847,658
1265746,K0491,847,661
1265746,K0491,847,1580
1265747,I2050,4417,3923
1265747,I2050,4417,3924
1265747,I2050,4417,3922
1265747,I2050,4417,3922
1265747,I2050,4417,3922
1265747,I2050,4417,3921
1265747,I2050,4417,3921
1265747,I2050,4417,3921
1265749,K0636,6262,4412
1265749,K0636,6262,600
1265749,K0636,6262,598
1265749,K0636,6262,600
1265749,K0636,6262,598
1265749,K0636,6262,600
1265749,K0636,6262,598
1265749,K0636,6262,600
1265749,K0636,6262,598
1265749,K0636,6262,600
1265749,K0636,6262,594
1265750,J1846,1990,2857
1265750,J1846,1990,2856
1265750,J1846,1990,2856
1265750,J1846,1990,2857
1265751,J0342,4831,4900
1265751,J0342,4831,4899
1265751,J0342,4831,4900
1265751,J0342,4831,4899
1265751,J0342,4831,4900
1265751,J0342,4831,4899
1265751,J0342,4831,4900
1265751,J0342,4831,4899
1265751,J0342,4831,4900
1265751,J0342,4831,4899
1265751,J0342,4831,4900
1265751,J0342,4831,4899
1265751,J0342,4831,4900
1265751,J0342,4831,4899
1265751,J0342,4831,4900
1265751,J0342,4831,4899
1265744,J1458,48,30
1265744,J1458,48,791
1265744,J1458,48,867
1265744,J1458,48,29
1265744,J1458,48,30
1265744,J1458,48,4817
1265743,J0215,4040,2217
1265743,J0215,4040,2215
1265743,J0215,4040,2217
1265743,J0215,4040,2218
1265743,J0215,4040,2217
1265743,J0215,4040,2218
1265743,J0215,4040,2217
1265743,J0215,4040,2218
1265743,J0215,4040,2219
1265745,J1929,3083,1981
1265745,J1929,3083,1980
1265745,J1929,3083,1981
1265745,J1929,3083,1980
1265745,J1929,3083,1981
1265745,J1929,3083,1980
1265745,J1929,3083,1981
1265745,J1929,3083,1980
1265748,K0743,3464,188
1265748,K0743,3464,188
1265748,K0743,3464,188
1265748,K0743,3464,188
1265748,K0743,3464,187
1265748,K0743,3464,187
1265748,K0743,3464,187
1265748,K0743,3464,187
1265761,I1668,2030,3199
1265761,I1668,2030,3199
1265761,I1668,2030,3199
1265761,I1668,2030,3199
1265761,I1668,2030,3199
1265761,I1668,2030,3198
1265761,I1668,2030,3198
1265761,I1668,2030,3198
1265761,I1668,2030,3198
1265761,I1668,2030,3198
1265752,J0361,2548,2155
1265752,J0361,2548,2154
1265752,J0361,2548,1299
1265752,J0361,2548,1035
1265752,J0361,2548,387
1265752,J0361,2548,387
1265752,J0361,2548,387
1265752,J0361,2548,387
1265752,J0361,2548,385
1265752,J0361,2548,385
1265752,J0361,2548,385
1265752,J0361,2548,385
1265753,K0124,3828,150
1265753,K0124,3828,150
1265753,K0124,3828,150
1265753,K0124,3828,149
1265753,K0124,3828,149
1265753,K0124,3828,149
1265773,I1368,2457,4460
1265773,I1368,2457,4461
1265773,I1368,2457,4462
1265773,I1368,2457,4461
1265773,I1368,2457,4462
1265773,I1368,2457,4461
1265773,I1368,2457,4462
1265773,I1368,2457,4461
1265773,I1368,2457,4462
1265773,I1368,2457,4459
1265754,K0446,4106,1009
1265754,K0446,4106,1009
1265754,K0446,4106,1008
1265754,K0446,4106,969
1265754,K0446,4106,968
1265754,K0446,4106,968
1265755,J0383,187,103
1265755,J0383,187,104
1265755,J0383,187,5185
1265755,J0383,187,5184
1265755,J0383,187,103
1265755,J0383,187,104
1265755,J0383,187,103
1265755,J0383,187,4807
1265756,J0752,3410,3282
1265756,J0752,3410,3281
1265756,J0752,3410,3280
1265756,J0752,3410,3281
1265756,J0752,3410,3280
1265756,J0752,3410,3281
1265756,J0752,3410,3280
1265756,J0752,3410,3283
1265757,K0510,2839,3157
1265757,K0510,2839,3157
1265757,K0510,2839,3157
1265757,K0510,2839,3157
1265757,K0510,2839,3157
1265757,K0510,2839,3157
1265757,K0510,2839,3157
1265757,K0510,2839,3156
1265757,K0510,2839,3156
1265757,K0510,2839,3156
1265757,K0510,2839,3156
1265757,K0510,2839,3156
1265757,K0510,2839,3156
1265757,K0510,2839,3156
1265758,J1266,3687,4305
1265758,J1266,3687,4305
1265758,J1266,3687,4305
1265758,J1266,3687,4305
1265758,J1266,3687,4305
1265758,J1266,3687,4305
1265758,J1266,3687,4304
1265758,J1266,3687,4304
1265758,J1266,3687,4304
1265758,J1266,3687,4304
1265758,J1266,3687,4304
1265758,J1266,3687,4304
1265759, I2965,1592,3852
1265759, I2965,1592,3852
1265759, I2965,1592,3852
1265759, I2965,1592,3852
1265759, I2965,1592,3852
1265759, I2965,1592,3851
1265759, I2965,1592,3851
1265759, I2965,1592,3851
1265759, I2965,1592,3851
1265759, I2965,1592,3851
1265760,J0830,4613,793
1265760,J0830,4613,792
1265760,J0830,4613,38
1265760,J0830,4613,10
1265760,J0830,4613,9
1265765,J1356,1940,2989
1265765,J1356,1940,2988
1265765,J1356,1940,486
1265765,J1356,1940,486
1265765,J1356,1940,486
1265765,J1356,1940,486
1265765,J1356,1940,486
1265765,J1356,1940,485
1265765,J1356,1940,485
1265765,J1356,1940,485
1265765,J1356,1940,485
1265765,J1356,1940,485
1265762,J0275,1020,1855
1265762,J0275,1020,1854
1265762,J0275,1020,1855
1265762,J0275,1020,1854
1265762,J0275,1020,1855
1265762,J0275,1020,1854
1265762,J0275,1020,1855
1265762,J0275,1020,1854
1265762,J0275,1020,1855
1265762,J0275,1020,1854
1265762,J0275,1020,1855
1265762,J0275,1020,1854
1265762,J0275,1020,1857
1265763,K0249,4409,3612
1265763,K0249,4409,3613
1265763,K0249,4409,3612
1265763,K0249,4409,3613
1265763,K0249,4409,3612
1265763,K0249,4409,3613
1265763,K0249,4409,3612
1265763,K0249,4409,3613
1265763,K0249,4409,3612
1265763,K0249,4409,3613
1265763,K0249,4409,3612
1265763,K0249,4409,3613
1265763,K0249,4409,3612
1265763,K0249,4409,3613
1265763,K0249,4409,3612
1265763,K0249,4409,3613
1265764,J1004,3870,1939
1265764,J1004,3870,1939
1265764,J1004,3870,1939
1265764,J1004,3870,1940
1265764,J1004,3870,1940
1265764,J1004,3870,1933
1265764,J1004,3870,1934
1265764,J1004,3870,1940
1265766,K0110,2293,3056
1265766,K0110,2293,3056
1265766,K0110,2293,3056
1265766,K0110,2293,3056
1265766,K0110,2293,3056
1265766,K0110,2293,3055
1265766,K0110,2293,3055
1265766,K0110,2293,3055
1265766,K0110,2293,3055
1265766,K0110,2293,3055
1265766,K0110,2293,3055
1265766,K0110,2293,3056
1265767,J0671,6173,4559
1265767,J0671,6173,4558
1265767,J0671,6173,4559
1265767,J0671,6173,4558
1265767,J0671,6173,4559
1265767,J0671,6173,4558
1265767,J0671,6173,4559
1265767,J0671,6173,4558
1265768,J2004,3096,3095
1265768,J2004,3096,3095
1265768,J2004,3096,3095
1265768,J2004,3096,3095
1265768,J2004,3096,3095
1265768,J2004,3096,3094
1265768,J2004,3096,3094
1265768,J2004,3096,3094
1265768,J2004,3096,3094
1265768,J2004,3096,3094
1265768,J2004,3096,3089
1265768,J2004,3096,3088
1265769,I1475,3588,2794
1265769,I1475,3588,2795
1265769,I1475,3588,2794
1265769,I1475,3588,2795
1265769,I1475,3588,2794
1265769,I1475,3588,2795
1265769,I1475,3588,2794
1265769,I1475,3588,2795
1265769,I1475,3588,2794
1265769,I1475,3588,2795
1265770,I1458,4364,2789
1265770,I1458,4364,2789
